count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,run_person_romaji
73,28.0,68.0,2025/3/10,4096.415238,2926.415239,1741572089,1.0,1.0,pos1,Right,國學院,1,酒井,Left,TOK,4,Top,0,0,0,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,138.0,0.658,0.124,61.66885203,58.89523691,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2506800073,ファール,,4094.0,https://youtu.be/ZA7E4wSWfDE&t=4094,,https://youtu.be/18LIP6AdgRM&t=0,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,堀部,門田,大原,杉浦,工藤,竹山,小村,秋元","pos1,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1","渡辺,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原","R,L,R,L,R,L,R,L,R,R","R,L,R,R,R,R,R,R,L,R",,,,,,,,,,,"Suguru, Sakai",,,,,,
74,29.0,69.0,2025/3/10,4114.514441,2944.514442,1741572107,1.0,2.0,pos1,Right,國學院,1,酒井,Left,TOK,4,Top,0,0,1,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,0.562,-0.18,,,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2506800074,空振り,,4112.0,https://youtu.be/ZA7E4wSWfDE&t=4112,,https://youtu.be/18LIP6AdgRM&t=0,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,堀部,門田,大原,杉浦,工藤,竹山,小村,秋元","pos1,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1","渡辺,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原","R,L,R,L,R,L,R,L,R,R","R,L,R,R,R,R,R,R,L,R",,,,,,,,,,,"Suguru, Sakai",,,,,,
75,30.0,70.0,2025/3/10,4129.850222,2959.850223,1741572123,1.0,3.0,pos1,Right,國學院,1,酒井,Left,TOK,4,Top,0,0,2,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,118.0,0.063,0.633,,,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2506800075,ボール,,4127.0,https://youtu.be/ZA7E4wSWfDE&t=4127,,https://youtu.be/18LIP6AdgRM&t=0,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,堀部,門田,大原,杉浦,工藤,竹山,小村,秋元","pos1,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1","渡辺,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原","R,L,R,L,R,L,R,L,R,R","R,L,R,R,R,R,R,R,L,R",,,,,,,,,,,"Suguru, Sakai",,,,,,
76,31.0,71.0,2025/3/10,4146.637067,2976.637068,1741572139,1.0,4.0,pos1,Right,國學院,1,酒井,Left,TOK,4,Top,0,1,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,137.0,0.474,0.487,,,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2506800076,ボール,,4144.0,https://youtu.be/ZA7E4wSWfDE&t=4144,,https://youtu.be/18LIP6AdgRM&t=0,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,堀部,門田,大原,杉浦,工藤,竹山,小村,秋元","pos1,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1","渡辺,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原","R,L,R,L,R,L,R,L,R,R","R,L,R,R,R,R,R,R,L,R",,,,,,,,,,,"Suguru, Sakai",,,,,,
77,32.0,72.0,2025/3/10,4164.551131,2994.551132,1741572157,1.0,5.0,pos1,Right,國學院,1,酒井,Left,TOK,4,Top,0,2,2,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,,-0.017,0.0,,,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2506800077,ボール,,4162.0,https://youtu.be/ZA7E4wSWfDE&t=4162,,https://youtu.be/18LIP6AdgRM&t=0,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,堀部,門田,大原,杉浦,工藤,竹山,小村,秋元","pos1,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1","渡辺,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原","R,L,R,L,R,L,R,L,R,R","R,L,R,R,R,R,R,R,L,R",,,,,,,,,,,"Suguru, Sakai",,,,,,
78,33.0,73.0,2025/3/10,4187.064597,3017.064598,1741572180,1.0,6.0,pos1,Right,國學院,1,酒井,Left,TOK,4,Top,0,3,2,Fastball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,135.0,0.95,-0.052,,,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2506800078,見三振,,4185.0,https://youtu.be/ZA7E4wSWfDE&t=4185,,https://youtu.be/18LIP6AdgRM&t=0,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,堀部,門田,大原,杉浦,工藤,竹山,小村,秋元","pos1,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1","渡辺,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原","R,L,R,L,R,L,R,L,R,R","R,L,R,R,R,R,R,R,L,R",,,,,,,,,,,"Suguru, Sakai",,,,,,
79,34.0,74.0,2025/3/10,4212.667049,3042.66705,1741572205,2.0,1.0,pos1,Right,國學院,2,堀部,Right,TOK,4,Top,1,0,0,Fastball,FoulBall,Undefined,Bunt,Undefined,0,0,,,0.594,-0.024,19.88690713,-69.14554196,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2506800079,ファール,,4210.0,https://youtu.be/ZA7E4wSWfDE&t=4210,,https://youtu.be/18LIP6AdgRM&t=0,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,堀部,門田,大原,杉浦,工藤,竹山,小村,秋元","pos1,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1","渡辺,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原","R,L,R,L,R,L,R,L,R,R","R,L,R,R,R,R,R,R,L,R",,,,,,,,,,,"Kohei, Horibe",,,,,,
80,35.0,75.0,2025/3/10,4246.364476,3076.364477,1741572239,2.0,2.0,pos1,Right,國學院,2,堀部,Right,TOK,4,Top,1,0,1,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,134.0,0.83,-0.052,,,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2506800080,空振り,,4244.0,https://youtu.be/ZA7E4wSWfDE&t=4244,,https://youtu.be/18LIP6AdgRM&t=0,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,堀部,門田,大原,杉浦,工藤,竹山,小村,秋元","pos1,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1","渡辺,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原","R,L,R,L,R,L,R,L,R,R","R,L,R,R,R,R,R,R,L,R",,,,,,,,,,,"Kohei, Horibe",,,,,,
81,36.0,76.0,2025/3/10,4267.721824,3097.721825,1741572260,2.0,3.0,pos1,Right,國學院,2,堀部,Right,TOK,4,Top,1,0,2,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,119.0,0.183,-0.136,,,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2506800081,空三振,,4265.0,https://youtu.be/ZA7E4wSWfDE&t=4265,,https://youtu.be/18LIP6AdgRM&t=0,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,堀部,門田,大原,杉浦,工藤,竹山,小村,秋元","pos1,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1","渡辺,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原","R,L,R,L,R,L,R,L,R,R","R,L,R,R,R,R,R,R,L,R",,,,,,,,,,,"Kohei, Horibe",,,,,,
82,37.0,77.0,2025/3/10,4293.108585,3123.108586,1741572286,3.0,1.0,pos1,Right,國學院,3,門田,Right,TOK,4,Top,2,0,0,Fastball,InPlay,Undefined,LineDrive,Out,1,0,,134.0,0.774,-0.128,81.13435127,-26.09924209,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,,,,,Undefined,,,,7,7,2506800082,左直,,4291.0,https://youtu.be/ZA7E4wSWfDE&t=4291,,https://youtu.be/18LIP6AdgRM&t=0,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,堀部,門田,大原,杉浦,工藤,竹山,小村,秋元","pos1,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1","渡辺,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原","R,L,R,L,R,L,R,L,R,R","R,L,R,R,R,R,R,R,L,R",,,,,,,,,,,"Ryohei, Kadota",,,,,,
83,41.0,78.0,2025/3/10,4407.037348,3237.037349,1741572400,1.0,1.0,渡辺,Right,TOK,6,batter6,Right,國學院,4,Bottom,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,118.0,1.297,-0.084,,,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2506800083,ボール,,4405.0,https://youtu.be/ZA7E4wSWfDE&t=4405,,https://youtu.be/18LIP6AdgRM&t=0,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,堀部,門田,大原,杉浦,工藤,竹山,小村,秋元","pos1,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1","渡辺,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原","R,L,R,L,R,L,R,L,R,R","R,L,R,R,R,R,R,R,L,R","Koki, Watanabe","Kaito, Sugiura","Kohei, Horibe","Ryo, Akimoto","Ryohei, Kadota","Osuke, Komura","Naotaro, Takeyama","Suguru, Sakai","Kaiki, Ohara",,,,,,,,
84,42.0,79.0,2025/3/10,4419.735609,3249.73561,1741572413,1.0,2.0,渡辺,Right,TOK,6,batter6,Right,國學院,4,Bottom,0,1,0,Slider,FoulBall,Undefined,FlyBall,Undefined,0,0,,111.0,0.91,-0.244,26.78524553,78.56631873,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2506800084,ファール,,4417.0,https://youtu.be/ZA7E4wSWfDE&t=4417,,https://youtu.be/18LIP6AdgRM&t=0,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,堀部,門田,大原,杉浦,工藤,竹山,小村,秋元","pos1,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1","渡辺,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原","R,L,R,L,R,L,R,L,R,R","R,L,R,R,R,R,R,R,L,R","Koki, Watanabe","Kaito, Sugiura","Kohei, Horibe","Ryo, Akimoto","Ryohei, Kadota","Osuke, Komura","Naotaro, Takeyama","Suguru, Sakai","Kaiki, Ohara",,,,,,,,
85,43.0,80.0,2025/3/10,4438.617466,3268.617467,1741572431,1.0,3.0,渡辺,Right,TOK,6,batter6,Right,國學院,4,Bottom,0,1,1,Slider,InPlay,Undefined,GroundBall,Error,0,0,,111.0,0.662,-0.148,45.94578755,-12.60860679,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,,,,,Undefined,,,,6,6,2506800085,遊ゴ失,,4436.0,https://youtu.be/ZA7E4wSWfDE&t=4436,,https://youtu.be/18LIP6AdgRM&t=0,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,堀部,門田,大原,杉浦,工藤,竹山,小村,秋元","pos1,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1","渡辺,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原","R,L,R,L,R,L,R,L,R,R","R,L,R,R,R,R,R,R,L,R","Koki, Watanabe","Kaito, Sugiura","Kohei, Horibe","Ryo, Akimoto","Ryohei, Kadota","Osuke, Komura","Naotaro, Takeyama","Suguru, Sakai","Kaiki, Ohara",,,,,,,,
86,44.0,81.0,2025/3/10,4498.66257,3328.662571,1741572491,2.0,1.0,渡辺,Right,TOK,7,batter7,Left,國學院,4,Bottom,0,0,0,Slider,InPlay,Undefined,GroundBall,Sacrifice,1,0,,113.0,0.67,0.148,13.43397939,-19.23067238,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,1,batter6,,,Undefined,,,,"1,3","1,3A",2506800086,投,,4496.0,https://youtu.be/ZA7E4wSWfDE&t=4496,,https://youtu.be/18LIP6AdgRM&t=0,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,堀部,門田,大原,杉浦,工藤,竹山,小村,秋元","pos1,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1","渡辺,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原","R,L,R,L,R,L,R,L,R,R","R,L,R,R,R,R,R,R,L,R","Koki, Watanabe","Kaito, Sugiura","Kohei, Horibe","Ryo, Akimoto","Ryohei, Kadota","Osuke, Komura","Naotaro, Takeyama","Suguru, Sakai","Kaiki, Ohara",,,,,,,,
87,45.0,82.0,2025/3/10,4538.167823,3368.167824,1741572531,3.0,1.0,渡辺,Right,TOK,8,batter8,Right,國學院,4,Bottom,1,0,0,Fastball,InPlay,Undefined,LineDrive,Double,0,0,,,0.59,0.108,82.26281354,-40.20016389,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,2,,batter6,,Undefined,,,,7,7,2506800087,左2,,4536.0,https://youtu.be/ZA7E4wSWfDE&t=4536,,https://youtu.be/18LIP6AdgRM&t=0,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,堀部,門田,大原,杉浦,工藤,竹山,小村,秋元","pos1,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1","渡辺,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原","R,L,R,L,R,L,R,L,R,R","R,L,R,R,R,R,R,R,L,R","Koki, Watanabe","Kaito, Sugiura","Kohei, Horibe","Ryo, Akimoto","Ryohei, Kadota","Osuke, Komura","Naotaro, Takeyama","Suguru, Sakai","Kaiki, Ohara",,,,,,,,
88,46.0,83.0,2025/3/10,4586.919419,3416.91942,1741572580,4.0,1.0,渡辺,Right,TOK,9,batter9,Right,國學院,4,Bottom,1,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,118.0,0.594,-0.216,,,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,"2,3",,batter8,batter6,Nothing,,,,,,2506800088,見逃し,,4584.0,https://youtu.be/ZA7E4wSWfDE&t=4584,,https://youtu.be/18LIP6AdgRM&t=0,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,堀部,門田,大原,杉浦,工藤,竹山,小村,秋元","pos1,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1","渡辺,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原","R,L,R,L,R,L,R,L,R,R","R,L,R,R,R,R,R,R,L,R","Koki, Watanabe","Kaito, Sugiura","Kohei, Horibe","Ryo, Akimoto","Ryohei, Kadota","Osuke, Komura","Naotaro, Takeyama","Suguru, Sakai","Kaiki, Ohara",,,,,,,,
89,47.0,84.0,2025/3/10,4605.749415,3435.749416,1741572599,4.0,2.0,渡辺,Right,TOK,9,batter9,Right,國學院,4,Bottom,1,0,1,Fastball,InPlay,Undefined,GroundBall,Single,0,1,,,0.594,-0.216,76.99341083,0.439039526,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,"2,3",,batter8,batter6,Undefined,,,,8,8,2506800089,中安①,,4603.0,https://youtu.be/ZA7E4wSWfDE&t=4603,,https://youtu.be/18LIP6AdgRM&t=0,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,堀部,門田,大原,杉浦,工藤,竹山,小村,秋元","pos1,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1","渡辺,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原","R,L,R,L,R,L,R,L,R,R","R,L,R,R,R,R,R,R,L,R","Koki, Watanabe","Kaito, Sugiura","Kohei, Horibe","Ryo, Akimoto","Ryohei, Kadota","Osuke, Komura","Naotaro, Takeyama","Suguru, Sakai","Kaiki, Ohara",,,,,,,,
90,48.0,85.0,2025/3/10,4664.286691,3494.286692,1741572657,5.0,1.0,渡辺,Right,TOK,1,batter1,Left,國學院,4,Bottom,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,122.0,0.614,0.453,,,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,"1,3",batter9,,batter8,Nothing,,,,,,2506800090,ボール,,4662.0,https://youtu.be/ZA7E4wSWfDE&t=4662,,https://youtu.be/18LIP6AdgRM&t=0,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,堀部,門田,大原,杉浦,工藤,竹山,小村,秋元","pos1,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1","渡辺,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原","R,L,R,L,R,L,R,L,R,R","R,L,R,R,R,R,R,R,L,R","Koki, Watanabe","Kaito, Sugiura","Kohei, Horibe","Ryo, Akimoto","Ryohei, Kadota","Osuke, Komura","Naotaro, Takeyama","Suguru, Sakai","Kaiki, Ohara",,,,,,,,
91,49.0,86.0,2025/3/10,4683.402861,3513.402861,1741572676,5.0,2.0,渡辺,Right,TOK,1,batter1,Left,國學院,4,Bottom,1,1,0,Fastball,InPlay,Undefined,GroundBall,Out,1,1,,,0.646,0.124,29.30021839,-16.97549947,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,IFFW,"1,3",batter9,,batter8,Undefined,,,batter8,"6,3","6,3A",2506800091,遊ゴ①,,4681.0,https://youtu.be/ZA7E4wSWfDE&t=4681,,https://youtu.be/18LIP6AdgRM&t=0,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,堀部,門田,大原,杉浦,工藤,竹山,小村,秋元","pos1,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1","渡辺,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原","R,L,R,L,R,L,R,L,R,R","R,L,R,R,R,R,R,R,L,R","Koki, Watanabe","Kaito, Sugiura","Kohei, Horibe","Ryo, Akimoto","Ryohei, Kadota","Osuke, Komura","Naotaro, Takeyama","Suguru, Sakai","Kaiki, Ohara",,,,,,,,
92,50.0,87.0,2025/3/10,4726.58647,3556.586471,1741572719,6.0,1.0,渡辺,Right,TOK,2,batter2,Right,國學院,4,Bottom,2,0,0,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,113.0,0.742,-0.248,,,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,2,,batter9,,Nothing,,,,,,2506800092,空振り,,4724.0,https://youtu.be/ZA7E4wSWfDE&t=4724,,https://youtu.be/18LIP6AdgRM&t=0,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,堀部,門田,大原,杉浦,工藤,竹山,小村,秋元","pos1,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1","渡辺,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原","R,L,R,L,R,L,R,L,R,R","R,L,R,R,R,R,R,R,L,R","Koki, Watanabe","Kaito, Sugiura","Kohei, Horibe","Ryo, Akimoto","Ryohei, Kadota","Osuke, Komura","Naotaro, Takeyama","Suguru, Sakai","Kaiki, Ohara",,,,,,,,
93,51.0,88.0,2025/3/10,4745.724642,3575.724643,1741572738,6.0,2.0,渡辺,Right,TOK,2,batter2,Right,國學院,4,Bottom,2,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.678,0.34,,,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,2,,batter9,,PassBall,batter9,,,,,2506800093,ボール[PB],,4743.0,https://youtu.be/ZA7E4wSWfDE&t=4743,,https://youtu.be/18LIP6AdgRM&t=0,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,堀部,門田,大原,杉浦,工藤,竹山,小村,秋元","pos1,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1","渡辺,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原","R,L,R,L,R,L,R,L,R,R","R,L,R,R,R,R,R,R,L,R","Koki, Watanabe","Kaito, Sugiura","Kohei, Horibe","Ryo, Akimoto","Ryohei, Kadota","Osuke, Komura","Naotaro, Takeyama","Suguru, Sakai","Kaiki, Ohara",,,,,,,,
94,52.0,89.0,2025/3/10,4784.757026,3614.757027,1741572778,6.0,3.0,渡辺,Right,TOK,2,batter2,Right,國學院,4,Bottom,2,1,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,118.0,0.746,0.42,,,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,3,,,batter9,Nothing,,,,,,2506800094,ボール,,4782.0,https://youtu.be/ZA7E4wSWfDE&t=4782,,https://youtu.be/18LIP6AdgRM&t=0,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,堀部,門田,大原,杉浦,工藤,竹山,小村,秋元","pos1,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1","渡辺,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原","R,L,R,L,R,L,R,L,R,R","R,L,R,R,R,R,R,R,L,R","Koki, Watanabe","Kaito, Sugiura","Kohei, Horibe","Ryo, Akimoto","Ryohei, Kadota","Osuke, Komura","Naotaro, Takeyama","Suguru, Sakai","Kaiki, Ohara",,,,,,,,
95,53.0,90.0,2025/3/10,4802.769418,3632.769419,1741572796,6.0,4.0,渡辺,Right,TOK,2,batter2,Right,國學院,4,Bottom,2,2,1,Slider,HitByPitch,Undefined,Undefined,Undefined,0,0,,110.0,0.746,0.42,,,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,3,,,batter9,Nothing,,,,,,2506800095,死球,,4800.0,https://youtu.be/ZA7E4wSWfDE&t=4800,,https://youtu.be/18LIP6AdgRM&t=0,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,堀部,門田,大原,杉浦,工藤,竹山,小村,秋元","pos1,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1","渡辺,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原","R,L,R,L,R,L,R,L,R,R","R,L,R,R,R,R,R,R,L,R","Koki, Watanabe","Kaito, Sugiura","Kohei, Horibe","Ryo, Akimoto","Ryohei, Kadota","Osuke, Komura","Naotaro, Takeyama","Suguru, Sakai","Kaiki, Ohara",,,,,,,,
96,54.0,91.0,2025/3/10,4856.004743,3686.004744,1741572849,7.0,1.0,渡辺,Right,TOK,3,batter3_2,Left,國學院,4,Bottom,2,0,0,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,119.0,0.642,-0.104,91.82005288,51.91514264,國學院,#ff0000,國學院,TOK,#217fc4,東大,國學院大G,A,春季オープン戦,Normal,"1,3",batter2,,batter9,Undefined,,,,,,2506800096,ファール,,4854.0,https://youtu.be/ZA7E4wSWfDE&t=4854,,https://youtu.be/18LIP6AdgRM&t=0,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原,"batter1,batter2,batter3_2,batter4,batter5,batter6,batter7,batter8,batter9","酒井,堀部,門田,大原,杉浦,工藤,竹山,小村,秋元","pos1,batter8,batter7,batter9,batter6,batter2,batter4,batter5,batter1","渡辺,杉浦,堀部,秋元,門田,小村,竹山,酒井,大原","R,L,R,L,R,L,R,L,R,R","R,L,R,R,R,R,R,R,L,R","Koki, Watanabe","Kaito, Sugiura","Kohei, Horibe","Ryo, Akimoto","Ryohei, Kadota","Osuke, Komura","Naotaro, Takeyama","Suguru, Sakai","Kaiki, Ohara",,,,,,,,
